word,frequency
tập_quyền_anh,2
nghĩ,2
đựng,2
chỉ_dẫn,2
poster,2
nhãn_cầu,2
thuyết_phục,2
bước_tiến,2
lĩnh_vực,2
nóng_lòng,2
đơn_giản,2
Qin_Xue,2
chân_vịt,2
đường_biên,2
vật_lộn,2
quảng_trường,2
múa,2
an_toàn,2
lượn,2
khan,2
trống,2
khoảng,2
sự_kiện,2
tài_nghệ,2
bóng_mát,2
biểu_hiện,2
tình_cảm,2
chúng,2
nói_thầm,2
nghiêng_mình,2
vua,2
5,2
tác_động,2
tín_đồ,2
thi_thể,2
4,2
máu,2
choáng_váng,2
võng,2
lapse,2
time,2
ddaaasu,2
ôm_chân,2
16,2
điện_thoại,2
đội_trưởng,2
lắng_đọng,2
hẻm,2
chống_đỡ,2
đơn,2
hô,2
bạc,2
kế,2
bón,2
nữu,2
càu,2
im_lặng,2
chuẩn_mực,2
vương_vãi,2
rỗng,2
dãy,2
Olympic_Paris,2
tốt,2
hạt,2
cường_lực,2
nắm_bắt,2
bộc_lộ,2
bí_mật,2
vượt_rào,2
đứng_tim,2
phi_thân,2
ụ,2
khích_lệ,2
thun,2
tranh_đấu,2
adrenaline,2
thắng_bại,2
giành_giật,2
choàng,2
đồng_đều,2
im_lìm,2
hình_mẫu,2
phụi,2
bìa,2
cỗ,2
chối_cãi,2
đĩa_bay,2
thông_minh,2
vải,2
truyền_thống,2
nền_tảng,2
của_trường,2
mặt_cầu,2
giả,2
mái_tóc,2
võ_thuật,2
xé,2
thực_thụ,2
riêng_biệt,2
khổ_luyện,2
dựa,2
vang_dội,2
TNA,2
đợi,2
lễ,2
tỉ_thí,2
Muay_Thai,2
nhiệt_liệt,2
vẫy,2
ghim,2
sáng_qua,2
điện_tử,2
khoẻ_khoắn,2
kinh_điển,2
vợi,2
bỏ_cuộc,2
đón_nhận,2
tạ_sự,2
tài_liệu,2
ôn,2
khen_ngợi,2
miếng,2
kinh_hoàng,2
tờ,2
mù_mịt,2
gập_ghềnh,2
khuôn_viên,2
dân_cư,2
43,2
hoạt_động,2
cảnh_giác,2
bộ_đội,2
Italia,2
vắng_lặng,2
chú_tâm,2
cao_vút,2
mượt,2
nở,2
khô,2
gợt,2
khơi_gợi,2
ân,2
bsong,2
Uruguay,2
ngày_đêm,2
tời,2
phi_hành_gia,2
diện_mạo,2
đa,2
vui_mừng,2
thân_yêu,2
Sonora,2
NASA,2
phsia,2
lần_lượt,2
đồng_thời,2
áo_phao,2
kết,2
kỳ_thú,2
podium,2
thống_nhất,2
hoá_thân,2
khá,2
lùi_bước,2
lặng,2
trang_bị,2
định_hướng,2
địa_điểm,2
đấ,2
giờ_phút,2
chục,2
sốc,2
thớ,2
cương,2
cá_đuối,2
ổn_định,2
câu,2
loé,2
lốc,2
Tirana,2
vơt,2
chạm_trán,2
râm_ran,2
chiêu_thức,2
xác_định,2
lộ,2
kêu_gọi,2
đối_kháng,2
máu_lửa,2
mũi,2
lộn_nhào,2
cuồn,2
Chicago_Bulls,2
rê,2
lắng_nghe,2
làm_việc,2
John_Cena,2
tuổi_tác,2
cẩn_trọng,2
bà_cụ,2
dành,2
tượng_trưng,2
phụ_thuộc,2
hoạ,2
lượn_lờ,2
chiến_lược,2
sóng_gió,2
nhé,2
gờm,2
báo_hiệu,2
dướn,2
bề_mặt,2
một_mình,2
Brock_Lesnar,2
nghìn,2
bùn_đất,2
lên_dây,2
nguồn,2
nói,2
short,2
thân_mật,2
kiên_quyết,2
vẫy_vùng,2
Serena_Williams,2
lễ_hội,2
cưỡng,2
Miami,2
sân_vận_động_viên,2
sấn,2
cong,2
cử_chỉ,2
vòng_tay,2
thoả,2
trong_veo,2
tổ_chức,2
Lesnar,2
phiên,2
thầy_giáo,2
giăng,2
truyền_tải,2
bắt_mắt,2
AEW,2
nặng_nề,2
bàn_luận,2
hải_trình,2
lên_nước,2
tuôn,2
Pháp,2
thanh_thoát,2
điên_cuồng,2
đồi_núi,2
điểu,2
thông,2
cao_lớn,2
Kornwestheim,2
nhuộm,2
55,2
vận_dụng,2
Tashkent,2
khủng_khiếp,2
ban,2
xang,2
dằn,2
lo_lắng,2
hiệp,2
cảng,2
hình_bóng,2
Bolt,2
nhảy_vọt,2
dỡ,2
đất_cát,2
từ_bỏ,2
gấp_gáp,2
rạn,2
thám_hiểm,2
nảy,2
đng,2
khiển,2
chăn,2
ô_tô,2
23,2
lực_lưỡng,2
quân_nhân,2
quốc_tế,2
giằng_co,2
thoăn_thoắt,2
điệu,2
độ_chính_xác,2
tâm_thế,2
ngát,2
rắn_chắc,2
kỳ_bí,2
người_thân,2
qủa,2
vang_dậy,2
giữ_chân,2
bập_bềnh,2
chị_gái,2
áp,2
tiệc_trà,2
đều_đặn,2
trà,2
suy_nghĩ,2
xem_xét,2
ẩn_chứa,2
3,2
về_anh,2
nhực,2
áp_phích,2
cây_xanh,2
mối,2
liên_kết,2
ngưng,2
chúng_ta,2
võ,2
mẹ_con,2
squat,2
chói_loà,2
vắt,2
2020,2
định_hình,2
nắp,2
thích_thú,2
thất_vọng,2
chật_chội,2
bóng_dáng,2
chiều_tà,2
ngại,2
ướt_đẫm,2
Muay_Thái,2
thu_hẹp,2
vòng_đai,2
2012,2
trỗi,2
tình_hình,2
hợp_tác,2
bám,2
nhóc,2
vô_biên,2
khai_thác,2
tả,2
21,2
bóng_bẩy,2
dáng_vẻ,2
đậm_nét,2
công_nhận,2
chao,2
dần,2
siêu,2
Newport,2
khói,2
phấn,2
miệt_mài,2
một_chút,2
ngay_ngắn,2
water,2
gương,2
bòng,2
tắt,2
đặc_trưng,2
kín,2
lông,2
học_hỏi,2
quần_jean,2
trau_dồi,2
nhỏ_bé,2
Ohio,2
nổ,2
Barcelona,2
20,2
dấu,2
âm_thầm,2
hiện_thân,2
gian_nan,2
lối,2
người_người,2
tắc,2
vè,2
mặt_biển,2
thut,2
bột,2
đung_đưa,2
Ironman,2
trông,2
đâng,2
liên_tục,2
châu_Âu,2
tốc_lực,2
phấp_phới,2
to,2
gò,2
bống,2
cần_cẩu,2
hụ,2
giáng,2
gãi,2
mông,2
họp,2
ảo,2
nội_dung,2
xe_hơi,2
anh_hùng,2
vực,2
nhwuxng,2
trườn,2
nằm_xuống,2
cuớp,2
thẻ_vàng,2
boo,2
đàng,2
bí_quyết,2
xinh,2
đọ,2
tầm_cỡ,2
nhấp_nhô,2
chào,2
g,2
sat,2
ngược_lại,2
dính,2
trang_thiết_bị,2
thoải_mái,2
cola,2
chìm_đắm,2
cốc,2
tạo_hình,2
1,2
bà_già,2
đâu,2
căn_chỉnh,2
cọc,2
dấu_hiệu,2
nhắm_mắt,2
tuyệt_chiêu,2
trước_sau,2
ngay_lập_tức,2
hình_thức,2
xao_xuyến,2
mịn_màng,2
anh_trai,2
bạch_tuộc,2
xung,2
lỡ_cơ,2
kỷ_lục,2
hội,2
tức_giận,2
sức_bật,2
ramp,2
băng_giá,2
mịn,2
đèo,2
cưng,2
già,2
âu_yếm,2
cháy_bỏng,2
trăng,2
thành_phố,2
chữ,2
pụ,2
vùng_biển,2
dạ_quang,2
thần_tiên,2
lọt,2
u_ám,2
phản_ứng,2
khuấy_động,2
sấp_mặt,2
hadng,1
sang_trọng,1
hưỡng,1
hừng,1
tàu_thuyền,1
phẩm,1
đấn,1
ồng,1
cảnh_sát,1
chỉnh_tề,1
kẹt,1
tham_vọng,1
tv,1
gấp_rút,1
triathlète,1
gáo,1
cời,1
uả,1
thi_đua,1
phi_ngựa,1
súng,1
Champions_League,1
bịu,1
Cadet_World_Championships,1
cân_nhắc,1
Trung_Quốc,1
nguwfoi,1
đơ,1
TV,1
đan_xen,1
khẩu_hiệu,1
b,1
fencing,1
lên_tiếng,1
cành,1
LEN,1
ậy,1
tiễn,1
khôn,1
giang,1
sử_thi,1
thu_dọn,1
thống_trị,1
lắc_lư,1
kiên_nghị,1
dất,1
truy,1
chênh_lệch,1
địch,1
định,1
bảng,1
đấu_võ_sĩ,1
53,1
cự_ly,1
rỏ,1
khẽ,1
nạp,1
thanh_thiếu_niên,1
lì_lợm,1
kích_thước,1
suất,1
judoka,1
hữu_tình,1
loại,1
chèo_lái,1
nhà_bếp,1
bằn,1
gvowjt,1
nguyên_khí,1
tuyệt_sắc,1
jersey,1
chôi,1
nếu,1
tiến_hành,1
lắt_léo,1
luân_lưu,1
mai,1
dát,1
kích_cỡ,1
led,1
khí_chất,1
đốm,1
trung_bình,1
xấy,1
thước,1
phim,1
mặt_bằng,1
khó_lòng,1
trạng_thái,1
rướm,1
so_găng,1
tán_dương,1
thiên_phú,1
đài,1
traajn,1
hằn,1
đfan,1
đông_anh,1
sai_lầm,1
đương_đầu,1
chỗ,1
đại_diện,1
chắng,1
đặg,1
cánh_cung,1
chật_hẹp,1
Juventus_Ronaldo,1
khunng_thành,1
yên_ắng,1
say,1
bạt_ngàn,1
gắng,1
sự_cố,1
đát,1
gắt_gao,1
song_song,1
mèo_mun,1
cất,1
cao_tăng,1
ồ,1
tennisq,1
bê_tông,1
sâm,1
áo_tắm,1
chót,1
mộ,1
dao,1
ngưng_đọng,1
vào_khoảng,1
đầu_óc,1
đường_đi_nước_bước,1
đồng_cô,1
tươi_tốt,1
xáo_trộn,1
tối_ưu,1
cận_kề,1
đỏ_chói,1
thơ,1
tennistrên,1
Nga,1
bóngc,1
cây_cọ,1
nhoè,1
ao,1
triển_lãm,1
luồng,1
vàng_đen,1
cô_độc,1
lâng_lâng,1
chí_mạng,1
hung,1
liên_tiếp,1
dặn_dò,1
coi,1
phấn_chấn,1
lên_tay,1
Manchester_United,1
Chelsea,1
ném_biên,1
guốc,1
võ_đường,1
dày_dạn,1
lừa,1
đối,1
lên_đường,1
SV,1
đội_viên,1
kém,1
tiêu_chuẩn,1
tầm_trung,1
hính,1
rẻ,1
nma,1
lùa,1
nắng_gió,1
tren,1
tranh_cãi,1
đangvung,1
tạp_chí,1
hoãn,1
xẹp,1
thăm_dò,1
giá,1
vinh_danh,1
ngọt_ngào,1
ngựa_chiến,1
dodng,1
cột_số,1
hết_mức,1
gặt_hái,1
chỗ_đứng,1
đánh_gục,1
le,1
cất_tiếng,1
huỷ_diệt,1
phục,1
bội,1
tươi_rói,1
Jamaica,1
hình_dáng,1
bij,1
vắng_vẻ,1
tấn_công_khai_thác,1
mưu_mô,1
xoáy,1
mệt_mỏi,1
rủi_ro,1
gắn,1
độn,1
ngém,1
cao_cả,1
tạm_thời,1
tiêu_biểu,1
thoáng,1
ngày_càng,1
Cổ_tay,1
chiêu_mộ,1
rả,1
đánht,1
danh_dự,1
run_sợ,1
thân_hình,1
cvhujp,1
thắt,1
cà_vạt,1
tie,1
phán_quyết,1
Halloween,1
uốn_lượn,1
vùng_đất,1
điều_khiển_từ_xa,1
yên_lặng,1
sục_sôi,1
chấn_thương,1
gác_xép,1
thưa_thớt,1
trang_trí,1
ngăn_kéo,1
tủ,1
guitar,1
đệm,1
teay,1
lồn,1
rừng_núi,1
bogn,1
khắc,1
náo_loạn,1
bong,1
cao_ốc,1
đô_thị,1
sông_nước,1
nhào,1
yếu_tố,1
dễ_thương,1
quân,1
xa_xăm,1
hòng,1
xa_xa,1
bất_cứ,1
cắm_cúi,1
kiễng_chân,1
chật,1
nhai,1
truất_phế,1
nước_mắt,1
chống_trả,1
mong_muốn,1
hào_hùng,1
măc,1
ngưỡi,1
áu,1
vãi,1
cầu_kỳ,1
kỵ_mã,1
soi_rọi,1
thùng_thình,1
tim,1
tịch_mịch,1
cổng,1
ươm,1
cổ_kính,1
nhô,1
nhân_vật,1
3d,1
so_sánh,1
quây,1
màu_nước,1
khởi_tranh,1
mô_hình,1
rùng_rợn,1
đơn_độc,1
đầy_ắp,1
trong_sáng,1
Boxing,1
phá_huỷ,1
điển_hình,1
cát_đen,1
bóng_loáng,1
tan,1
bão_tố,1
thả_lỏng,1
núi_lửa,1
then_chốt,1
bém,1
splashes,1
con_nhỏ,1
sát_thủ,1
ghi_nhớ,1
thở_dốc,1
sướng,1
tự,1
ngoảnh,1
Bản,1
khôn_lường,1
tinh_vi,1
kim,1
sỏi,1
tay_trong,1
ngắn_ngủi,1
rắng,1
asot,1
thảm_thực_vật,1
rìa,1
xe_cút_kít,1
vững_mạnh,1
den,1
thiếu_nữ,1
thanh_bình,1
lạc,1
giảm_sút,1
qaun,1
xúc_động,1
hôn,1
mưa_rào,1
thẩm_mỹ,1
nhựa_đường,1
cào,1
ban_mai,1
thường_phục_vụ,1
thuyền_viên,1
chốn,1
ngỡ,1
bọc,1
vỏ,1
đối_lập,1
centimet,1
tuần_tra,1
rõ_rệt,1
Bồ_Đào_Nha,1
mái,1
sở_hữu,1
sàng,1
đực,1
tầm_tã,1
mềm,1
tưởng_chừng,1
von,1
rét,1
vbowjt,1
chèn,1
thuỷ_triều,1
chuồng,1
gòi,1
dùn,1
chèo_kéo,1
tôn,1
dịu,1
dây_xích,1
hả,1
nẽ,1
bới,1
km,1
ghi_đông,1
pose,1
núi_rừng,1
mịt_mù,1
EURO,1
bại,1
lơ_là,1
bình_dị,1
thấm_đượm,1
sâu_lắng,1
biểu_lộ,1
bây_giờ,1
loạn,1
mê_mải,1
đanng,1
đả,1
đừa,1
bã,1
Canada,1
thép,1
pedal,1
người_yêu,1
trong_trẻo,1
biểu_trưng,1
lấp_loá,1
nsm,1
Club_Natació_Sabadell,1
hoạt_hình,1
sắn,1
rival,1
ngùn_ngụt,1
xốp,1
dồn_nén,1
lúng_túng,1
gbay,1
vặn,1
khí_phách,1
bề,1
chỏng_chơ,1
sàn_nhảy,1
bập_bênh,1
gái_nhảy,1
dĩ,1
mạng,1
nhân_tạo,1
ngầu,1
vừa_rồi,1
Nan,1
wang,1
ngộ_nghĩnh,1
bé_nhỏ,1
rà_soát,1
hiện_tại,1
xem_thường,1
chajky,1
lờ_mờ,1
camera,1
tró,1
lỏng,1
nới,1
sự_hưng_phấn,1
la_hét,1
vàng_võ_sĩ,1
mạ,1
châm,1
bươc,1
lao_xao,1
rúc,1
Nebraska,1
tỷ_thí,1
đường_mòn,1
bụi_bặm,1
ngực,1
quần_hồng,1
đọi,1
rì_rào,1
Thế,1
ngòi,1
lò,1
cày,1
gian_khổ,1
quý,1
chuyển_hướng,1
dự_bị,1
ầm,1
c,1
trống_trải,1
lạ_thường,1
ào_ào,1
đenvận,1
ỏ,1
dội,1
sinh_vật,1
khẩu_trang,1
chiến_tích,1
ôm_chầm,1
Irish,1
bước_nhảy_vọt,1
rút,1
sượt,1
i,1
cộng,1
lời,1
Ấn_Độ,1
tự_tin_dương,1
bế_tắc,1
dư_âm,1
công_cụ,1
biết,1
mứa,1
thủng,1
chọc,1
chở,1
dũng,1
trường_bắn,1
đông_đúc,1
vũ_khí,1
tee,1
bận_rộn,1
World_Team,1
vụt,1
lò_xo,1
lo_sợ,1
lịch_lãm,1
quả_cảm,1
kể,1
giỏi,1
đề_kháng,1
trào_dâng,1
đột,1
liều_lĩnh,1
chà,1
mây_xanh,1
ghế_dài,1
thênh_thang,1
thủe,1
nhắc,1
chứng_nhân,1
pedan,1
25kg,1
đợi_chờ,1
cvhafy,1
cầy,1
đáng_kể,1
miền,1
La_Liga,1
bừa_bộn,1
ca_nhạc,1
mát_rượi,1
áo_quần,1
chứng_nhận,1
lọt_lưới,1
hoà_hợp,1
đu,1
phục_hồi,1
thoe,1
giao_hưởng,1
bản,1
tuyệt_phẩm,1
thuỷ_chiến,1
nể,1
kịp_thời,1
pha_trộn,1
trai_trẻ,1
hưởng_thụ,1
may_mắn,1
hành_lang,1
trung_thành,1
đong,1
điểm_xuyết,1
giày_dép,1
thiết_yếu,1
tách,1
ngỡ_ngàng,1
cấp,1
mát_lành,1
áp_dụng,1
cực_kì,1
dojo,1
cam_kết,1
ăn_uống,1
truy_tìm,1
chùa,1
88,1
rạng,1
tươi_vui,1
88-12,1
tỷ_số,1
bj,1
xà_đơn,1
bản_sắc,1
chạy_nhảy,1
nghiejp,1
chuyên,1
cao_đẹp,1
vợ_chồng,1
tuần,1
hào_khí,1
viết,1
hứng_gió,1
tbosng,1
vũ_đài,1
khoe_khoang,1
óng_ánh,1
vô_giá_trị,1
càn_quét,1
đánn,1
thích_hợp,1
tràn_trề,1
cấm,1
hãm,1
siêu_sao,1
đồ_sộ,1
đường_cong,1
chajy,1
tưng,1
Seattle,1
phút_chốc,1
cẩu,1
cẩn,1
cộng_hưởng,1
sắc_thái,1
dướng,1
lo_âu,1
đôn,1
lườm,1
thẳng_tắp,1
ngại_ngần,1
lẫn_lộn,1
quật_cường,1
món,1
mảng,1
tương_tác,1
giám_sát,1
trennis,1
oông,1
kim_loại,1
mảnh,1
thảm_đỏ,1
đứan,1
kỹ,1
đạn,1
phân_định,1
kỳ_ảo,1
vui_tươi,1
vá,1
hiệu_quả,1
đùa_giỡn,1
chủ_lực,1
giờ_chính_thức,1
thần_bí,1
cân_não,1
đồ_ăn,1
gươm,1
tinh_quái,1
báo,1
êm_ái,1
nhẹ_tay,1
dùng_bữa,1
mồi,1
thiếu_niên,1
nối_tiếp,1
lịm,1
lập_tức,1
nhựa_sống,1
ngườ,1
vạn,1
tôn_trọng,1
cứng_cáp,1
hội_ý,1
thầy_trò,1
cá_tính,1
quanh_co,1
kỳ_lạ,1
gầy_gò,1
hò_hét,1
màu_cờ_sắc_áo,1
đứ,1
gân,1
dòng_chảy,1
ngày_tháng,1
khúc_khuỷu,1
clutching,1
mủ,1
thể_chất,1
lẫn,1
xoăn,1
2023,1
đếm,1
gốc,1
đèn_chiếu,1
khẩn_trương,1
đượt,1
băng_rôn,1
châu_Á,1
như_vậy,1
vở,1
đứung,1
quyển,1
bút,1
inch,1
đụn,1
chuỗi,1
sầu,1
kính_trọng,1
xách,1
thái_độ,1
triển,1
khép,1
liền,1
mẽ,1
luyệ,1
ống,1
cậy,1
truyền_đạt,1
Hornets,1
thầm,1
chín,1
thổn_thức,1
kẻ,1
thực_hành,1
nghi_thức,1
cảm_động,1
tụ_họp,1
chạng_vạng,1
Rugby_World_Cup,1
rón_rén,1
MIKASA,1
quay_cuồng,1
nogafi,1
tuyệt_kỹ,1
hiệu_ứng,1
sừng_sững,1
phông_nền,1
đích_thật,1
Argentina,1
chafytreen,1
tổng_hợp,1
đường_hầm,1
U23,1
lường,1
vuông,1
thế_lực,1
mướt_mồ_hôi,1
noài,1
them,1
chói_lói,1
đầm_đìa,1
văn_học,1
xe_cộ,1
ngớt,1
703,1
giáp,1
hùng_dũng,1
sức_mạnh_mẽ,1
rắn_rỏi,1
ủng,1
sinh_tử,1
to_lớn,1
đè_nén,1
gải,1
khán,1
thần_kỳ,1
tiết_lộ,1
phj,1
sân_quần,1
vàng_trắng,1
biên_độ,1
tượt,1
đồ_dùng,1
dụng,1
kiểu_dáng,1
ứng_viên,1
soát,1
sớm_mai,1
London,1
quá_trình,1
công_đường,1
vô_giá,1
rỗ,1
vun_vút,1
đòi_hỏi,1
thấu,1
giao_tiếp,1
yêu_quý,1
tinh_nghịch,1
phép,1
cước,1
hoàn_chỉnh,1
công_nghệ,1
đánh_bắt,1
vậnd,1
núp,1
kĩ_sư,1
Bridgestone,1
nhạy_bén,1
côn,1
giật_gân,1
360,1
thọc,1
mạch,1
thoảng,1
phản,1
dập_dờn,1
tài_tình,1
ư,1
đường_băng,1
chính_diện,1
nến,1
thức_tỉnh,1
Thái_Cực,1
green,1
động_vật,1
ngườin,1
ngiêng,1
quản_lý,1
kình_địch,1
tiếng_vang,1
Olympic_London,1
ảnh_hưởng,1
mừng,1
vẽ,1
vết,1
deadlift,1
lập_công,1
giò,1
vắng,1
Tokyo,1
Olympics,1
lâu,1
loạng_choạng,1
tròn,1
vô_lê,1
ngầm,1
đồ_hoạ,1
OZARK,1
ranh_giới,1
chìa_khoá,1
lâm,1
cất_bước,1
giả_lập,1
văng_vẳng,1
Rio,1
thông_qua,1
góp_phần,1
thi_cử,1
trôi_nổi,1
thao_tác,1
749,1
Toronto_Raptors,1
bất_lực,1
ngập,1
thị,1
sứ_mệnh,1
NBA,1
độngt,1
kịch_liệt,1
ác,1
sai_sót,1
bất_kỳ,1
chan_hoà,1
quý_báu,1
đắu,1
tâm_thức,1
trang_trọng,1
giác_quan,1
ran,1
500,1
chgajy,1
Coca,1
lễ_tân,1
tôn_vinh,1
giải_thưởng,1
cao_quý,1
thoả_mãn,1
kĩ_lưỡng,1
những_ai,1
góc_độ,1
xuôi,1
nâng_cốc,1
biến_đổi,1
luồn,1
cổ_động,1
kiềm_chế,1
che_chắn,1
trawqsng,1
caaju,1
đích_thực,1
hạt_giống,1
phăng_phăng,1
sao,1
Cực_kỳ,1
lượng,1
vớt,1
thiên_tài,1
bắp,1
đối_tác,1
thượng_phong,1
sânn,1
thông_điệp,1
phát_huy,1
con_số,1
nguỵ_trang,1
sợ_hãi,1
bền_chặt,1
đau,1
rạo_rực,1
thầy,1
quay_tít,1
quây_quần,1
lốp,1
phần_phật,1
vui_sướng,1
kìm_nén,1
khôn_xiết,1
có_mặt,1
gắng_sức,1
cua_rơ,1
uốn_dẻo,1
lót,1
xúc_cảm,1
tấn,1
va,1
tenni,1
khô_cằn,1
đấu_đá,1
cất_cánh,1
đảo_lộn,1
ndma,1
vân,1
Đào_tạo,1
đầm,1
suốt,1
phố_phường,1
tươi_cười,1
chần_chừ,1
chút,1
rèn_giũa,1
boxe,1
mê_đắm,1
nắm_đấm,1
vô_địch_dương,1
mọt,1
bày_bán,1
ni,1
buộc,1
tung_hoành,1
du_thuyền,1
tán_thưởng,1
xăm,1
cung_kéo,1
khổ,1
xuống_đường,1
bọn,1
một_hơi,1
chiến_trường,1
thư_hùng,1
sấm,1
chấn_động,1
chỉnh_trang,1
yêu_thương,1
nựng,1
hiện_diện,1
nghịch_ngợm,1
cầm_đồ,1
ột,1
cõng,1
cơn_sốt,1
xô,1
số_một,1
qurng,1
đen_đỏ,1
lớp_học,1
showdown,1
xanh_đỏ,1
đỏ_đen,1
ngột_ngạt,1
làn_đường,1
nín_lặng,1
khiếp_sợ,1
hoang_mang,1
ước_mơ,1
chuống,1
tthi,1
vời,1
tiềm_ẩn,1
đứn,1
quàn,1
nhấn_nhá,1
mải_mê,1
âm_nhạc,1
úp,1
dạng,1
quy_tụ,1
smash,1
trạn,1
nhè_nhẹ,1
só,1
kg,1
nở_rộ,1
hình_khối,1
một_mạch,1
yếu_ớt,1
khối_lượng,1
nhúng,1
giật,1
gram,1
tạ_từ,1
lênh_đênh,1
khác_biệt,1
Lions,1
bào,1
Cozumel,1
đảm_bảo,1
ai_nấy,1
v,1
trồi,1
bằng_chứng,1
sói,1
ngổn_ngang,1
luyên,1
hoà_nhạc,1
bơi_sải,1
tia_sáng,1
trới,1
hoá,1
chơ,1
synchronized,1
kèm,1
hệ_thống,1
bảng_màu,1
bày_tỏ,1
cao_su,1
bảy,1
tám,1
nâng_cấp,1
hồsự,1
dánh,1
cổ_xưa,1
cách_mạng_hoá,1
nao_núng,1
trưa,1
mưa_bão,1
mốc,1
cứng,1
bao_nhiêu,1
nhạc,1
quăng,1
đặc_sắc,1
gợi_mở,1
press,1
bench,1
sậm,1
tư,1
nâng_niu,1
bẻ_lái,1
như_ngọc,1
tối_đa_hoá,1
tự_tôn,1
như_thế,1
hạng_mục,1
thê,1
barbell,1
lực_sĩ,1
nàm,1
mạnh_tay,1
kho,1
dám,1
tài_ba,1
đá_cuội,1
giải_thể,1
tâm_sự,1
níu_áo,1
ngõ_ngách,1
huỵnh,1
mặc_kệ,1
namd,1
gỡ_gạc,1
gào,1
tre,1
chễm_chệ,1
đơn_sắc,1
vỹ,1
hùng,1
báu,1
khói_sương,1
im_ắng,1
cảm_ơn,1
mạn,1
chỉnh_sửa,1
tại_trận,1
dấu_vết,1
trẻ_thơ,1
em,1
omafu,1
giàu,1
Chargers,1
lững_lờ,1
khách_khứa,1
đsng,1
dán,1
kiểu_cách,1
tối_ưu_hoá,1
mít,1
dọi,1
may,1
1600m,1
siêu_đẳng,1
rồng,1
bình,1
ý_tưởng,1
hiền_hoà,1
ùa,1
nhạt,1
vách,1
nữ_giới,1
derby,1
Real,1
chuyên_tâm,1
messi,1
danh_tiếng,1
Ramos,1
Marcelo,1
kroos,1
El_Clasico,1
thủ_lĩnh,1
khống_chế,1
tiết_chế,1
tuyệt_hảo,1
video,1
Tennis,1
ngôi_vị,1
suối,1
nức_lòng,1
mắc_kẹt,1
chui,1
nao,1
đỏ_lửa,1
dập_dềnh,1
xiết,1
sânl,1
teninis,1
chướng,1
lật_ngược,1
tiếc,1
tetiana,1
lo,1
hào,1
lý_do,1
flash,1
ngoại,1
kickbox,1
mỏng,1
dạn_dĩ,1
rồi,1
coca,1
than_cốc,1
bất_tỉnh,1
Coke,1
Coca-Cola,1
lít,1
ưng,1
sửa_soạn,1
chẳng_thể,1
mười,1
suôn_sẻ,1
thì_thầm,1
đi_ngoài,1
45,1
ác_mộng,1
vất_vả,1
tươm,1
tatami,1
219,1
Ski,1
nhân_gian,1
đáu,1
cao_sang,1
s,1
kỹ_càng,1
tiên_phong,1
quá_sức,1
thiếu,1
đặc_chế,1
phụ_kiện,1
tại_chỗ,1
nguy,1
volley,1
hazard,1
bải,1
buông_tha,1
chính_thức,1
kỳ_cựu,1
chênh_vênh,1
hùng_hồn,1
ùm,1
mép,1
chuyển_mình,1
làm_quen,1
đời,1
đổ_xô,1
toạc,1
chu_đáo,1
khởi_hành,1
đồ_đạc,1
Olympic_Tokyo,1
hãnh_diện,1
ônng,1
xuất,1
Atlanta_United,1
đắm,1
xô_đẩy,1
thựa,1
rợp,1
ddeo,1
hưởng,1
cùng_tận,1
towdi,1
Sonora_High_School,1
chào_mừng,1
Iron_Triathlon,1
đànông,1
bida,1
tử,1
điển,1
thinh_lặng,1
Chicago,1
tổi,1
nhờ,1
ngóc_ngách,1
ngoan_cường,1
hình_thành,1
cr7,1
phi,1
thế_này,1
mỹ_thuật,1
trắng_muốt,1
2014,1
Varsity,1
cực_đại,1
gửi,1
nhường_nhịn,1
playoffs,1
kiểm,1
xusc,1
vopwjt,1
thực,1
nhối,1
cùn,1
xô_bồ,1
bong_bóng,1
nồng_nàn,1
kìm,1
gắn_bó,1
ngã_ngũ,1
hole,1
lăn_xả,1
thành_đội,1
nóng_rực,1
ngất_ngây,1
hố,1
thắm_thiết,1
dép,1
dự_báo,1
bố_trí,1
réo,1
david,1
nahu,1
l,1
ướt_át,1
đựa,1
hình_vẽ,1
ngăn_nắp,1
cửa,1
qảu,1
giải_trí,1
phố,1
phức_tạp,1
đường_ray,1
ấm_cúng,1
cabin,1
mơ_mộng,1
câm,1
thưc,1
